Change your Coursera account setting,Account_Setup
Delete account,Account_Setup
Use Single Sign On to log in with your Coursera for Business account,Account_Setup
Setup Coursera account,Account_Setup
Password,Account_Setup
Create second account,Account_Setup
Change email setting for the forum,Account_Setup
Clear your cache & cookies,Account_Setup
Age restrictions,Account_Setup
Set up Coursera account,Account_Setup
Which data science course should I take?,Course_Recommendation
What course do you have,Course_Recommendation
Recommended training,Course_Recommendation
Recommend course,Course_Recommendation
Recommend courses,Course_Recommendation
Recommend  trainings,Course_Recommendation
Recommend me a course on nutrition,Course_Recommendation
Do you have any courses on genetics?,Course_Recommendation
What courses do you recommend?,Course_Recommendation
I want to learn Python,Course_Recommendation
What's the best course on Machine Learning?,Course_Recommendation
what is the best course,Course_Recommendation
what is the best training,Course_Recommendation
best for the best way to learn,Course_Recommendation
best for,Course_Recommendation
Free,Enrollment_Cost
What is payment fee,Enrollment_Cost
Do I have to pay for every course in a specialization?,Enrollment_Cost
Can I audit your courses for free?,Enrollment_Cost
Are you courses free?,Enrollment_Cost
How much do your courses cost?,Enrollment_Cost
How much is a Coursera subscription?,Enrollment_Cost
Course cost,Enrollment_Cost
What is the cost,Enrollment_Cost
Certificate cost,Enrollment_Cost
Specialization cost,Enrollment_Cost
Training cost,Enrollment_Cost
Introduce your self,General_About_You
I want to set up the chat bot for my shop,General_About_You
How old are you?,General_About_You
How do you function?,General_About_You
How can I configure you?,General_About_You
About you,General_About_You
Do you know who you are?,General_About_You
Do you have a name?,General_About_You
Describe your self,General_About_You
Can I use another language?,General_About_You
Where were you born?,General_About_You
Where are you from?,General_About_You
Who are you?,General_About_You
Why are you here?,General_About_You
Let us talk about you,General_About_You
Tell me about your life,General_About_You
Tell me something about yourself,General_About_You
What languages do you speak?,General_About_You
What should I know about you?,General_About_You
What's your name?,General_About_You
What can I ask you to do?,General_Agent_Capabilities
What are your skills?,General_Agent_Capabilities
What are you used for?,General_Agent_Capabilities
What are you good at?,General_Agent_Capabilities
What are you capable of?,General_Agent_Capabilities
What are you able to understand?,General_Agent_Capabilities
What are you able to deal with?,General_Agent_Capabilities
What do you handle?,General_Agent_Capabilities
What are my options that you can help with?,General_Agent_Capabilities
Tell me something,General_Agent_Capabilities
Tell me about what kind of things you do?,General_Agent_Capabilities
Is there anything you can help me with?,General_Agent_Capabilities
I'd like to know what type of questions you can answer for me.,General_Agent_Capabilities
Help now,General_Agent_Capabilities
I do not know what to ask,General_Agent_Capabilities
How do I use you?,General_Agent_Capabilities
How can you solve my problems?,General_Agent_Capabilities
How can you help me?,General_Agent_Capabilities
How can I use you?,General_Agent_Capabilities
"Hi, what do you do?",General_Agent_Capabilities
Where can I find the frequently asked questions?,General_Agent_Capabilities
What kinds of things can you do?,General_Agent_Capabilities
What is this 4?,General_Agent_Capabilities
What features are in here?,General_Agent_Capabilities
What else can you help me with?,General_Agent_Capabilities
Can you please give me a list of the types of things you can help me with?,General_Agent_Capabilities
Can you tell me what services you are able to help me with?,General_Agent_Capabilities
Do you have a list of things I can talk to you about?,General_Agent_Capabilities
What are my options?,General_Agent_Capabilities
What do you do?,General_Agent_Capabilities
I want agent,General_Connect_to_Agent
I want an agent to help me,General_Connect_to_Agent
I want to talk to a person,General_Connect_to_Agent
I would like to speak to a human,General_Connect_to_Agent
I would like to speak to someone,General_Connect_to_Agent
Is there anyone there I can actually talk to for real?,General_Connect_to_Agent
Need help from human,General_Connect_to_Agent
Operator please,General_Connect_to_Agent
Please assist me to get to an agent,General_Connect_to_Agent
Please connect me to a live agent,General_Connect_to_Agent
Can I speak to a live person?,General_Connect_to_Agent
Pls connect,General_Connect_to_Agent
Put me through to someone,General_Connect_to_Agent
Send me to an agent,General_Connect_to_Agent
"Yes, take me to a real person",General_Connect_to_Agent
Where is the closest agent?,General_Connect_to_Agent
"A real agent, please.",General_Connect_to_Agent
Agent help,General_Connect_to_Agent
Call agent,General_Connect_to_Agent
Can I connect to an agent?,General_Connect_to_Agent
Can I speak to a human please?,General_Connect_to_Agent
Please let me talk to a human being.,General_Connect_to_Agent
Can I speak to an advisor?,General_Connect_to_Agent
Can I speak with somebody?,General_Connect_to_Agent
Can I talk to someone?,General_Connect_to_Agent
Can you assist me to connect to an agent?,General_Connect_to_Agent
Can you connect me with a real person?,General_Connect_to_Agent
Connect me to a live operator please.,General_Connect_to_Agent
Contact person,General_Connect_to_Agent
Could you please transfer me to your master?,General_Connect_to_Agent
Customer service representative please.,General_Connect_to_Agent
Do not want a robot?,General_Connect_to_Agent
Hi can you transfer me,General_Connect_to_Agent
How can I skip the recorded menu and go straight to a live person?,General_Connect_to_Agent
I don't want to talk to a bot.,General_Connect_to_Agent
I don't want to talk to you,General_Connect_to_Agent
I need to speak to a representative. How would I go about doing so?,General_Connect_to_Agent
I want a manager,General_Connect_to_Agent
Bye now,General_Ending
Time to go,General_Ending
That's everything,General_Ending
That is all,General_Ending
"Thanks very much, bye!",General_Ending
"Thanks, bye!",General_Ending
Thank you for your time,General_Ending
Stop talking to me,General_Ending
Stop doing this,General_Ending
Shut up,General_Ending
See you,General_Ending
See you later,General_Ending
Ok goodbye,General_Ending
It was nice chatting with you,General_Ending
I'm leaving now,General_Ending
Im good thank you,General_Ending
Im done,General_Ending
I'm done,General_Ending
I want to quit,General_Ending
I have got to go,General_Ending
I d like to stop doing this,General_Ending
I am out of here,General_Ending
I am leaving,General_Ending
Hey bot go away,General_Ending
Have a nice day?,General_Ending
Goodbye,General_Ending
Good. bye.,General_Ending
Going now,General_Ending
Go off,General_Ending
Go away,General_Ending
Get lost,General_Ending
"Finished now, good bye",General_Ending
Ending this session,General_Ending
End trial,General_Ending
Cya later,General_Ending
Catch you later,General_Ending
Bye bye,General_Ending
I  do not want to wait,General_Ending
No,General_Ending
I do not need anything else,General_Ending
What's new?,General_Greetings
Hello,General_Greetings
Hey how are you doing,General_Greetings
Hey there all,General_Greetings
Hey there,General_Greetings
Hey twin,General_Greetings
Hey you,General_Greetings
Hi advisor,General_Greetings
Hi there,General_Greetings
How are things going?,General_Greetings
How are you today?,General_Greetings
How have you been?,General_Greetings
How is it going?,General_Greetings
How r u?,General_Greetings
Looking good eve,General_Greetings
Ok take me back,General_Greetings
Hello I am looking for some help here,General_Greetings
What's up?,General_Greetings
Who is this?,General_Greetings
You there,General_Greetings
Good day,General_Greetings
Good evening,General_Greetings
Good morning,General_Greetings
Good to see you,General_Greetings
Greetings,General_Greetings
Have you been well?,General_Greetings
Hello Agent,General_Greetings
Are you real?,General_Human_or_Bot
Is this a computer?,General_Human_or_Bot
"Tell me, are you a human or no?",General_Human_or_Bot
Am I chatting with a human?,General_Human_or_Bot
Am I talking to Watson?,General_Human_or_Bot
Am I talking to a Bot?,General_Human_or_Bot
Am I talking to a person or am I talking to an AI?,General_Human_or_Bot
Are you a human or a bot?,General_Human_or_Bot
Are you a robot?,General_Human_or_Bot
Are you even real?,General_Human_or_Bot
Are you human?,General_Human_or_Bot
How can you prove you are a human?,General_Human_or_Bot
What do you do for fun?,General_Jokes
What is your favorite joke?,General_Jokes
Do you like humor?,General_Jokes
Do you like fun?,General_Jokes
Do you have humor?,General_Jokes
Do you have a joke?,General_Jokes
Can you tell me a joke?,General_Jokes
Can you tell a joke?,General_Jokes
Are there jokes?,General_Jokes
Another joke,General_Jokes
I am getting bored,General_Jokes
I want a joke,General_Jokes
I'm bored,General_Jokes
One more joke,General_Jokes
Surprise me with something hilarious,General_Jokes
Tell me a joke,General_Jokes
Tell me something funny,General_Jokes
You do not seem smart,General_Negative_Feedback
You're too stupid,General_Negative_Feedback
You are very frustrating,General_Negative_Feedback
You are on my nerves,General_Negative_Feedback
You are having delusions,General_Negative_Feedback
Why are you stupid?,General_Negative_Feedback
Why are you so annoying?,General_Negative_Feedback
Stupid,General_Negative_Feedback
Robots are stupid,General_Negative_Feedback
Robots are boring,General_Negative_Feedback
Quit annoying me,General_Negative_Feedback
It is annoying,General_Negative_Feedback
I hate you,General_Negative_Feedback
I hate this!,General_Negative_Feedback
I do not like you,General_Negative_Feedback
Hate you,General_Negative_Feedback
Everyone hates you,General_Negative_Feedback
Do not like you?,General_Negative_Feedback
You're really irritating,General_Negative_Feedback
You're really frustrating,General_Negative_Feedback
tx,General_Positive_Feedback
thx,General_Positive_Feedback
You are wonderful,General_Positive_Feedback
You are awesome,General_Positive_Feedback
This is so cool,General_Positive_Feedback
This is great,General_Positive_Feedback
This is good,General_Positive_Feedback
Thank you,General_Positive_Feedback
Ok thank you,General_Positive_Feedback
Love your work,General_Positive_Feedback
I'm looking forward to working with you again! :),General_Positive_Feedback
I like what you did there! :),General_Positive_Feedback
How cool is this?,General_Positive_Feedback
Can't believe you are that good,General_Positive_Feedback
Brilliant!,General_Positive_Feedback
I like you,General_Positive_Feedback
You are the best,General_Positive_Feedback
You are great,General_Positive_Feedback
You gave me exactly what I need!,General_Positive_Feedback
You the man,General_Positive_Feedback
You're a genius!,General_Positive_Feedback
You've been so helpful :),General_Positive_Feedback
What safety measures are used to ensure that chat is secure?,General_Security_Assurance
Are you safe on hackers?,General_Security_Assurance
Are you safe?,General_Security_Assurance
Can I be sure that my stored card details are held securely?,General_Security_Assurance
Conversation secure?,General_Security_Assurance
Customer info secured?,General_Security_Assurance
Do you have protection against hacks?,General_Security_Assurance
How do I know if my card info is kept safe?,General_Security_Assurance
How do I know this chat is not a scam?,General_Security_Assurance
How is my credit card info secured?,General_Security_Assurance
How safe is my data?,General_Security_Assurance
I'd like proof of a secure chat,General_Security_Assurance
In what way can I tell if my plastic is safe?,General_Security_Assurance
Is my card info secure?,General_Security_Assurance
Is my payment information secure?,General_Security_Assurance
Is there a reason to distrust this chat?,General_Security_Assurance
Is this a trusted chat site?,General_Security_Assurance
Is this an official chat?,General_Security_Assurance
Is this conversation secure?,General_Security_Assurance
Precautions hackers?,General_Security_Assurance
Protection hacks?,General_Security_Assurance
Secure conversation?,General_Security_Assurance
What guards do you have in place to protect your customer's data?,General_Security_Assurance
What makes this chat trustworthy?,General_Security_Assurance
Why would I trust this chat?,General_Security_Assurance
Will my conversation remain secured?,General_Security_Assurance
Join a learning program,Learning_Program
Leave your organization's learning program,Learning_Program
Math assignment,Learning_Program
MasterTrack,Learning_Program
Programming assignment,Learning_Program
Capstone Project,Learning_Program
Recommend degree,Learning_Program
Can I transfer training,Learning_Program
What MasterTrack do you have,Learning_Program
Which MasterTrack do you have,Learning_Program
how do i enroll,Learning_Program
Assessment,Learning_Program
Add Coursera deadline to the calendar,Learning_Program
How to share Course Certificate,Learning_Program
How to get Course Certificate,Learning_Program
Coursera's accessibility policy,Learning_Program
Accommodations for learners with disabilities,Learning_Program
Become a Coursera beta tester,Learning_Program
Discussion,Learning_Program
Forum,Learning_Program
Group,Learning_Program
General Data Protection Regulation (GDPR),Learning_Program
International restrictions,Learning_Program
See feedback and grades for peer reviewed assignment,Learning_Program
Rate a course or course material,Learning_Program
Coursera Code of Conduct,Learning_Program
Coursera Honor Code,Learning_Program
Honors assignments,Learning_Program
Get support in a Degree course,Learning_Program
Enrollment,Learning_Program
Unenroll,Learning_Program
Enroll,Learning_Program
Community Mentor,Learning_Program
Check your written assignment for plagiarism,Learning_Program
Check assignment grade,Learning_Program
In-video question,Learning_Program
Assignment deadline,Learning_Program
Switch between learning program & other Coursera courses,Learning_Program
Specialization,Learning_Program
Degree program,Learning_Program
Assignments,Learning_Program
Quiz,Learning_Program
Final grade,Learning_Program
Peer reviewed assignment,Learning_Program
Transfer course progress from a Coursera course to a degree program,Learning_Program
Find courses to take,Learning_Program
Degree course deadline,Learning_Program
Apply for Financial Aid or a Scholarship,Payment_Options
Solve problems with payments,Payment_Options
Pay for a course or Specialization,Payment_Options
Free trials for subscriptions,Payment_Options
Accepted payment methods,Payment_Options
Cancel a subscription,Payment_Options
Payments on Coursera,Payment_Options
Solve problems with Financial Aid or Scholarships,Payment_Options
Payment policies,Payment_Options
Payment receipts,Payment_Options
Refund policies,Payment_Options
Save your payment information,Payment_Options
Voucher,Payment_Options
Degree program payment,Payment_Options
Cancel trial,Payment_Options
How do I pay,Payment_Options
Request a refund for a course payment,Payment_Options
Can you recommend a professional certificate to me?,Professional_Certificate_Recommendation
Recommended certificate,Professional_Certificate_Recommendation
Which computer science certificate?,Professional_Certificate_Recommendation
Do you offer a deep learning certificate?,Professional_Certificate_Recommendation
Which data science certificate?,Professional_Certificate_Recommendation
Which data science certificate do you recommend?,Professional_Certificate_Recommendation
what is the best certificate,Professional_Certificate_Recommendation
What certifications do you have,Professional_Certificate_Recommendation
Course loading problems in China and Russia,Technical_Support
Problem with course,Technical_Support
Problem with Coursera,Technical_Support
Platform,Technical_Support
Qwiklabs,Technical_Support
Mobile app,Technical_Support
Third-party tools,Technical_Support
Video subtitles,Technical_Support
Video translations,Technical_Support
Watch video lecture,Technical_Support
Download video,Technical_Support
Jupyter Notebook,Technical_Support
Browser,Technical_Support
